Relative_File_Path,Number_of_Chains
Training/Kappa100_BD07_C1_nematic_13275000.png,1016
Training/Lx100_BD05_C0_nematic_00285000.png,323
Training/Kappa500_BD01_C0_nematic_76125000.png,145
Training/Kappa150_BD07_C1_nematic_03150000.png,1016
Training/Kappa30_BD07_C1_nematic_26887279.png,1016
Training/Kappa100_BD07_C0_nematic_06375000.png,1016
Training/Lx50_BD03_C0_nematic_01605000.png,48
Training/Kappa250_BD07_C2_nematic_15000000.png,1016
Training/Lx150_BD0130_C1_nematic_00030000.png,130
Training/Kappa70_BD01_C5_nematic_72675000.png,145
Training/Lx150_BD0253_C0_nematic_01110000.png,253
Training/Kappa300_BD03_C2_nematic_22575000.png,435
Training/Kappa70_BD01_C0_nematic_94275000.png,145
Training/Lx150_BD0198_C1_nematic_00495000.png,198
Training/Kappa30_BD01_C0_nematic_25500000.png,145
Training/Kappa250_BD07_C2_nematic_17775000.png,1016
Training/Kappa1000_BD01_C0_nematic_42150000.png,145
Training/Kappa250_BD07_C2_nematic_02100000.png,1016
Training/Kappa150_BD07_C2_nematic_09300000.png,1016
Training/Kappa200_BD07_C0_nematic_11400000.png,1016
Training/Lx150_BD020_C1_nematic_18690000.png,20
Training/Lx50_BD05_C0_nematic_01755000.png,81
Training/Kappa200_BD05_C0_nematic_20700000.png,726
Training/Lx50_BD01_C2_nematic_23550000.png,16
Training/Kappa1000_BD01_C0_nematic_131475000.png,145
Training/Kappa30_BD05_C2_nematic_42103512.png,726
Training/Kappa150_BD01_C0_nematic_36975000.png,145
Training/Kappa200_BD05_C2_nematic_20850000.png,726
Training/Kappa200_BD07_C0_nematic_00825000.png,1016
Training/Lx150_BD0247_C1_nematic_00210000.png,247
Training/Lx150_BD0359_C0_nematic_00675000.png,359
Training/Kappa30_BD05_C2_nematic_24600000.png,726
Training/Kappa70_BD01_C4_nematic_07050000.png,145
Training/Kappa100_BD07_C2_nematic_14400000.png,1016
Training/Kappa30_BD01_C2_nematic_69075000.png,145
Training/Kappa250_BD07_C2_nematic_18300000.png,1016
Training/Kappa250_BD05_C2_nematic_05585601.png,726
Training/Kappa30_BD01_C0_nematic_220425000.png,145
Training/Kappa150_BD07_C0_nematic_18375000.png,1016
Training/Lx150_BD0247_C2_nematic_00675000.png,247
Training/Kappa30_BD05_C1_nematic_09750000.png,726
Training/Kappa150_BD07_C0_nematic_15825000.png,1016
Training/Kappa30_BD07_C1_nematic_00675000.png,1016
Training/Kappa250_BD03_C0_nematic_16200000.png,435
Training/Kappa70_BD01_C5_nematic_113175000.png,145
Training/Kappa500_BD05_C0_nematic_14475000.png,726
Training/Kappa30_BD05_C6_nematic_03975000.png,726
Training/Kappa30_BD01_C4_nematic_132000000.png,145
Training/Kappa30_BD01_C1_nematic_163875000.png,145
Training/Lx150_BD035_C0_nematic_11175000.png,35
Training/Kappa300_BD01_C0_nematic_171825000.png,145
Training/Lx50_BD05_C1_nematic_03600000.png,81
Training/Kappa30_BD07_C0_nematic_24581304.png,1016
Training/Kappa200_BD01_C1_nematic_03450000.png,145
Training/Lx150_BD0253_C0_nematic_02340000.png,253
Training/Lx50_BD01_C1_nematic_07380000.png,16
Training/Kappa70_BD01_C1_nematic_09525000.png,145
Training/Lx50_BD07_C1_nematic_02355000.png,113
Training/Lx150_BD0253_C0_nematic_00390000.png,253
Training/Kappa200_BD03_C2_nematic_12900000.png,435
Training/Kappa200_BD07_C2_nematic_08475000.png,1016
Training/Kappa150_BD07_C1_nematic_03600000.png,1016
Training/Kappa70_BD01_C4_nematic_87300000.png,145
Training/Kappa70_BD07_C0_nematic_16275000.png,1016
Training/Lx50_BD05_C0_nematic_03480000.png,81
Training/Kappa30_BD01_C4_nematic_164400000.png,145
Training/Kappa1000_BD01_C1_nematic_00900000.png,145
Training/Kappa100_BD03_C2_nematic_43800000.png,435
Training/Lx150_BD0253_C1_nematic_03180000.png,253
Training/Lx100_BD01_C1_nematic_01575000.png,65
Training/Lx50_BD05_C2_nematic_04560000.png,81
Training/Kappa150_BD01_C2_nematic_54000000.png,145
Training/Lx50_BD05_C0_nematic_01830000.png,81
Training/Kappa500_BD03_C2_nematic_44925000.png,435
Training/Lx150_BD083_C0_nematic_03150000.png,83
Training/Kappa500_BD05_C2_nematic_24150000.png,726
Training/Kappa500_BD03_C2_nematic_70575000.png,435
Training/Lx100_BD07_C0_nematic_00480000.png,452
Training/Lx100_BD07_C2_nematic_00075000.png,452
Training/Lx150_BD0359_C0_nematic_01875000.png,359
Training/Kappa150_BD07_C1_nematic_07575000.png,1016
Training/Lx150_BD0333_C0_nematic_01485000.png,333
Training/Kappa150_BD07_C1_nematic_02325000.png,1016
Training/Lx150_BD020_C0_nematic_20190000.png,20
Training/Lx150_BD035_C2_nematic_04425000.png,35
Training/Lx50_BD01_C0_nematic_11880000.png,16
Training/Kappa200_BD01_C2_nematic_91725000.png,145
Training/Kappa70_BD01_C5_nematic_96975000.png,145
Training/Lx50_BD05_C1_nematic_02955000.png,81
Training/Kappa30_BD05_C7_nematic_12225000.png,726
Training/Lx150_BD083_C2_nematic_01275000.png,83
Training/Lx150_BD057_C0_nematic_01200000.png,57
Training/Kappa70_BD07_C1_nematic_03900000.png,1016
Training/Lx150_BD0253_C2_nematic_02970000.png,253
Training/Lx150_BD0253_C1_nematic_02355000.png,253
Training/Lx150_BD0333_C2_nematic_01620000.png,333
Training/Kappa30_BD01_C2_nematic_113550000.png,145
Training/Kappa30_BD07_C2_nematic_35318110.png,1016
Training/Kappa150_BD07_C1_nematic_14025000.png,1016
Training/Kappa500_BD03_C1_nematic_39600000.png,435
Training/Kappa100_BD03_C1_nematic_44625000.png,435
Training/Lx100_BD01_C2_nematic_02340000.png,65
Training/Lx50_BD07_C2_nematic_02115000.png,113
Training/Kappa150_BD05_C2_nematic_06300000.png,726
Training/Kappa150_BD01_C0_nematic_21900000.png,145
Training/Lx150_BD0130_C1_nematic_04860000.png,130
Training/Kappa500_BD05_C1_nematic_07275000.png,726
Training/Kappa500_BD01_C1_nematic_49575000.png,145
Training/Lx150_BD0333_C1_nematic_01335000.png,333
Training/Kappa150_BD05_C2_nematic_24600000.png,726
Training/Kappa30_BD07_C5_nematic_10350000.png,1016
Training/Kappa100_BD05_C1_nematic_25950000.png,726
Training/Kappa300_BD01_C2_nematic_195225000.png,145
Training/Lx150_BD0130_C2_nematic_01785000.png,130
Training/Kappa70_BD01_C2_nematic_98475000.png,145
Training/Kappa30_BD07_C0_nematic_12075000.png,1016
Training/Kappa70_BD05_C1_nematic_05325000.png,726
Training/Kappa30_BD03_C1_nematic_46875000.png,435
Training/Kappa150_BD01_C0_nematic_210900000.png,145
Training/Lx150_BD0130_C0_nematic_03420000.png,130
Training/Kappa30_BD05_C2_nematic_34003512.png,726
Training/Kappa500_BD05_C2_nematic_10050000.png,726
Training/Kappa30_BD07_C1_nematic_36068829.png,1016
Training/Lx150_BD0253_C0_nematic_01485000.png,253
Training/Lx50_BD05_C0_nematic_04275000.png,81
Training/Kappa150_BD07_C0_nematic_19650000.png,1016
Training/Kappa70_BD03_C0_nematic_21300000.png,435
Training/Kappa30_BD05_C1_nematic_15075000.png,726
Training/Kappa100_BD05_C2_nematic_00450000.png,726
Training/Kappa70_BD05_C1_nematic_24075000.png,726
Training/Lx150_BD083_C2_nematic_04425000.png,83
Training/Lx150_BD0247_C0_nematic_02415000.png,247
Training/Kappa100_BD05_C0_nematic_07050000.png,726
Training/Kappa150_BD01_C2_nematic_31650000.png,145
Training/Lx150_BD083_C1_nematic_09375000.png,83
Training/Kappa150_BD05_C0_nematic_09975000.png,726
Training/Lx100_BD03_C2_nematic_01710000.png,194
Training/Kappa30_BD03_C1_nematic_44325000.png,435
Training/Kappa150_BD01_C0_nematic_58650000.png,145
Training/Kappa100_BD03_C0_nematic_15675000.png,435
Training/Lx150_BD0253_C1_nematic_03240000.png,253
Training/Kappa100_BD03_C0_nematic_17400000.png,435
Training/Kappa1000_BD01_C2_nematic_158550000.png,145
Training/Kappa30_BD05_C8_nematic_25125000.png,726
Training/Kappa30_BD07_C1_nematic_36368829.png,1016
Training/Lx50_BD03_C1_nematic_01845000.png,48
Training/Kappa150_BD03_C0_nematic_46575000.png,435
Training/Kappa30_BD05_C1_nematic_30975000.png,726
Training/Kappa100_BD03_C0_nematic_15825000.png,435
Training/Kappa100_BD05_C1_nematic_02775000.png,726
Training/Lx150_BD0333_C0_nematic_01335000.png,333
Training/Lx150_BD0359_C2_nematic_01380000.png,359
Training/Lx100_BD01_C0_nematic_05190000.png,65
Training/Kappa250_BD05_C1_nematic_04910178.png,726
Training/Lx150_BD0253_C1_nematic_02145000.png,253
Training/Kappa100_BD01_C4_nematic_03375000.png,145
Training/Lx150_BD0247_C2_nematic_02535000.png,247
Training/Lx100_BD03_C2_nematic_01665000.png,194
Training/Lx150_BD0247_C1_nematic_00240000.png,247
Training/Lx150_BD057_C2_nematic_09225000.png,57
Training/Lx150_BD0247_C1_nematic_00705000.png,247
Training/Kappa30_BD07_C0_nematic_13800000.png,1016
Training/Lx50_BD03_C1_nematic_04995000.png,48
Training/Kappa30_BD07_C2_nematic_11250000.png,1016
Training/Kappa300_BD05_C0_nematic_24075000.png,726
Training/Kappa150_BD05_C2_nematic_08625000.png,726
Training/Kappa30_BD05_C5_nematic_25500000.png,726
Training/Kappa500_BD03_C1_nematic_20175000.png,435
Training/Kappa100_BD03_C0_nematic_65400000.png,435
Training/Lx150_BD0198_C1_nematic_02475000.png,198
Training/Kappa250_BD05_C1_nematic_00260178.png,726
Training/Lx50_BD07_C1_nematic_01740000.png,113
Training/Kappa250_BD01_C0_nematic_29925000.png,145
Training/Kappa30_BD01_C4_nematic_30975000.png,145
Training/Kappa150_BD01_C0_nematic_13650000.png,145
Training/Kappa300_BD07_C1_nematic_14850000.png,1016
Training/Kappa250_BD07_C0_nematic_13725000.png,1016
Training/Kappa250_BD03_C0_nematic_63150000.png,435
Training/Kappa250_BD05_C1_nematic_11885178.png,726
Training/Kappa1000_BD01_C0_nematic_51975000.png,145
Training/Kappa500_BD05_C2_nematic_07725000.png,726
Training/Kappa70_BD01_C5_nematic_115800000.png,145
Training/Kappa30_BD03_C1_nematic_71325000.png,435
Training/Kappa100_BD03_C0_nematic_61650000.png,435
Training/Kappa200_BD03_C2_nematic_29100000.png,435
Training/Lx150_BD0198_C1_nematic_02280000.png,198
Training/Kappa100_BD01_C5_nematic_149850000.png,145
Training/Kappa30_BD01_C4_nematic_171900000.png,145
Training/Kappa70_BD07_C2_nematic_15600000.png,1016
Training/Lx50_BD07_C1_nematic_02265000.png,113
Training/Kappa300_BD07_C1_nematic_06825000.png,1016
Training/Kappa300_BD01_C2_nematic_42600000.png,145
Training/Kappa30_BD01_C3_nematic_140325000.png,145
Training/Kappa250_BD03_C0_nematic_50850000.png,435
Training/Kappa200_BD07_C1_nematic_11925000.png,1016
Training/Lx150_BD035_C0_nematic_05400000.png,35
Training/Kappa150_BD05_C2_nematic_00450000.png,726
Training/Kappa150_BD03_C1_nematic_06450000.png,435
Training/Lx150_BD035_C1_nematic_04500000.png,35
Training/Kappa70_BD01_C3_nematic_133650000.png,145
Training/Kappa250_BD01_C0_nematic_78675000.png,145
Training/Kappa250_BD01_C1_nematic_180450000.png,145
Training/Kappa500_BD01_C2_nematic_199425000.png,145
Training/Kappa300_BD05_C0_nematic_22800000.png,726
Training/Lx50_BD01_C0_nematic_28110000.png,16
Training/Lx150_BD083_C1_nematic_00450000.png,83
Training/Kappa70_BD05_C1_nematic_25425000.png,726
Training/Kappa150_BD05_C0_nematic_13050000.png,726
Training/Lx100_BD01_C1_nematic_06555000.png,65
Training/Kappa250_BD07_C2_nematic_15975000.png,1016
Training/Lx150_BD083_C1_nematic_02175000.png,83
Training/Kappa100_BD05_C1_nematic_22200000.png,726
Training/Kappa250_BD01_C0_nematic_127350000.png,145
Training/Lx50_BD03_C1_nematic_00765000.png,48
Training/Kappa1000_BD03_C2_nematic_71700000.png,435
Training/Lx50_BD03_C0_nematic_05715000.png,48
Training/Kappa30_BD03_C0_nematic_01500000.png,435
Training/Kappa150_BD01_C1_nematic_122700000.png,145
Training/Kappa30_BD07_C1_nematic_24637279.png,1016
Training/Kappa250_BD07_C0_nematic_05775000.png,1016
Training/Kappa250_BD07_C2_nematic_14775000.png,1016
Training/Lx100_BD01_C0_nematic_04665000.png,65
Training/Lx100_BD03_C0_nematic_00795000.png,194
Training/Kappa30_BD01_C4_nematic_122700000.png,145
Training/Kappa100_BD05_C1_nematic_08700000.png,726
Training/Kappa70_BD05_C2_nematic_16875000.png,726
Training/Kappa200_BD03_C1_nematic_43725000.png,435
Training/Kappa30_BD01_C5_nematic_175725000.png,145
Training/Kappa500_BD05_C1_nematic_19125000.png,726
Training/Lx150_BD035_C2_nematic_10350000.png,35
Training/Kappa200_BD03_C2_nematic_63825000.png,435
Training/Kappa250_BD03_C1_nematic_26100000.png,435
Training/Kappa250_BD07_C1_nematic_05775000.png,1016
Training/Lx150_BD057_C2_nematic_02775000.png,57
Training/Kappa150_BD05_C2_nematic_28425000.png,726
Training/Kappa30_BD07_C4_nematic_03900000.png,1016
Training/Kappa200_BD01_C0_nematic_15900000.png,145
Training/Lx150_BD035_C2_nematic_14025000.png,35
Training/Lx150_BD0198_C2_nematic_03120000.png,198
Training/Lx150_BD035_C2_nematic_10950000.png,35
Training/Lx100_BD03_C2_nematic_01755000.png,194
Training/Kappa300_BD03_C0_nematic_32625000.png,435
Training/Lx100_BD03_C0_nematic_01530000.png,194
Training/Kappa200_BD07_C1_nematic_11100000.png,1016
Training/Kappa300_BD07_C0_nematic_08250000.png,1016
Training/Kappa500_BD01_C1_nematic_138075000.png,145
Training/Lx100_BD01_C1_nematic_01545000.png,65
Training/Lx50_BD01_C1_nematic_13575000.png,16
Training/Lx150_BD0333_C2_nematic_00150000.png,333
Training/Lx150_BD035_C0_nematic_14400000.png,35
Training/Kappa250_BD03_C2_nematic_06750000.png,435
Training/Lx50_BD05_C0_nematic_04260000.png,81
Training/Kappa250_BD05_C2_nematic_05960601.png,726
Training/Lx50_BD03_C0_nematic_02820000.png,48
Training/Lx100_BD07_C1_nematic_00015000.png,452
Training/Kappa30_BD01_C1_nematic_138075000.png,145
Training/Lx150_BD020_C2_nematic_10905000.png,20
Training/Lx150_BD0198_C2_nematic_01185000.png,198
Training/Lx150_BD0359_C0_nematic_00900000.png,359
Training/Lx150_BD0130_C0_nematic_03015000.png,130
Training/Kappa250_BD05_C2_nematic_08960601.png,726
Training/Lx50_BD01_C0_nematic_16245000.png,16
Training/Lx100_BD05_C1_nematic_00765000.png,323
Training/Kappa100_BD03_C1_nematic_26775000.png,435
Training/Kappa300_BD05_C0_nematic_03150000.png,726
Training/Kappa250_BD05_C2_nematic_02360601.png,726
Training/Kappa30_BD05_C9_nematic_10950000.png,726
Training/Kappa300_BD01_C2_nematic_22800000.png,145
Training/Lx150_BD057_C0_nematic_08100000.png,57
Training/Kappa70_BD03_C1_nematic_29400000.png,435
Training/Lx150_BD0130_C2_nematic_04050000.png,130
Training/Kappa70_BD07_C2_nematic_02100000.png,1016
Training/Kappa100_BD07_C0_nematic_09975000.png,1016
Training/Lx150_BD035_C1_nematic_15075000.png,35
Training/Kappa200_BD01_C0_nematic_209550000.png,145
Training/Kappa300_BD05_C0_nematic_23925000.png,726
Training/Lx150_BD020_C0_nematic_08895000.png,20
Training/Kappa500_BD05_C0_nematic_32625000.png,726
Training/Lx150_BD0130_C0_nematic_01860000.png,130
Training/Kappa100_BD03_C2_nematic_56100000.png,435
Training/Kappa30_BD01_C5_nematic_21000000.png,145
Training/Kappa250_BD03_C0_nematic_72300000.png,435
Training/Kappa70_BD03_C0_nematic_52200000.png,435
Training/Kappa250_BD07_C2_nematic_09150000.png,1016
Training/Kappa150_BD05_C1_nematic_14925000.png,726
Training/Lx150_BD0253_C1_nematic_00555000.png,253
Training/Kappa30_BD01_C0_nematic_59475000.png,145
Training/Kappa30_BD01_C5_nematic_08475000.png,145
Training/Lx150_BD0333_C1_nematic_01380000.png,333
Training/Lx50_BD05_C1_nematic_01785000.png,81
Training/Kappa30_BD07_C0_nematic_06075000.png,1016
Training/Lx150_BD0333_C1_nematic_00075000.png,333
Training/Kappa500_BD01_C0_nematic_44175000.png,145
Training/Lx150_BD057_C0_nematic_09225000.png,57
Training/Kappa150_BD03_C0_nematic_73050000.png,435
Training/Kappa300_BD01_C1_nematic_117075000.png,145
Training/Kappa250_BD01_C1_nematic_159225000.png,145
Training/Lx100_BD03_C2_nematic_00990000.png,194
Training/Kappa500_BD03_C1_nematic_43200000.png,435
Training/Kappa500_BD05_C0_nematic_25950000.png,726
Training/Lx150_BD0359_C2_nematic_00840000.png,359
Training/Lx100_BD05_C0_nematic_00225000.png,323
Training/Kappa150_BD07_C2_nematic_07650000.png,1016
Training/Kappa300_BD03_C2_nematic_09075000.png,435
Training/Lx150_BD0359_C0_nematic_00945000.png,359
Training/Lx100_BD07_C0_nematic_00300000.png,452
Training/Kappa300_BD05_C0_nematic_05925000.png,726
Training/Lx150_BD083_C0_nematic_00150000.png,83
Training/Kappa300_BD03_C0_nematic_35025000.png,435
Training/Kappa70_BD03_C1_nematic_34125000.png,435
Training/Kappa30_BD05_C5_nematic_35400000.png,726
Training/Kappa300_BD01_C2_nematic_81900000.png,145
Training/Kappa150_BD07_C1_nematic_17175000.png,1016
Training/Kappa100_BD01_C4_nematic_02325000.png,145
Training/Kappa250_BD07_C0_nematic_07725000.png,1016
Training/Kappa200_BD05_C0_nematic_18675000.png,726
Training/Kappa150_BD05_C2_nematic_24150000.png,726
Training/Kappa30_BD01_C2_nematic_127500000.png,145
Training/Kappa250_BD05_C2_nematic_03485601.png,726
Training/Lx150_BD0359_C0_nematic_00840000.png,359
Training/Kappa30_BD03_C2_nematic_00675000.png,435
Training/Kappa300_BD07_C2_nematic_06825000.png,1016
Training/Lx150_BD020_C2_nematic_14505000.png,20
Training/Kappa70_BD05_C0_nematic_46573138.png,726
Training/Lx150_BD0359_C1_nematic_01770000.png,359
Training/Kappa100_BD07_C2_nematic_03825000.png,1016
Training/Kappa200_BD07_C1_nematic_15075000.png,1016
Training/Kappa70_BD03_C2_nematic_06600000.png,435
Training/Lx100_BD05_C0_nematic_00990000.png,323
Training/Kappa300_BD05_C2_nematic_08550000.png,726
Training/Kappa150_BD03_C2_nematic_33600000.png,435
Training/Kappa250_BD03_C0_nematic_54375000.png,435
Training/Kappa300_BD07_C0_nematic_17025000.png,1016
Training/Lx100_BD03_C1_nematic_01200000.png,194
Training/Kappa100_BD01_C3_nematic_109875000.png,145
Training/Lx150_BD0359_C0_nematic_01560000.png,359
Training/Lx50_BD03_C2_nematic_05430000.png,48
Training/Kappa150_BD05_C1_nematic_27825000.png,726
Training/Lx50_BD01_C2_nematic_10290000.png,16
Training/Kappa200_BD01_C2_nematic_23775000.png,145
Training/Kappa300_BD03_C1_nematic_04725000.png,435
Training/Kappa30_BD05_C2_nematic_18600000.png,726
Training/Kappa100_BD03_C0_nematic_69300000.png,435
Training/Lx100_BD03_C2_nematic_02160000.png,194
Training/Lx100_BD05_C1_nematic_00075000.png,323
Training/Kappa150_BD03_C1_nematic_57450000.png,435
Training/Lx150_BD057_C2_nematic_05700000.png,57
Training/Kappa70_BD07_C1_nematic_36637696.png,1016
Training/Lx100_BD07_C0_nematic_00690000.png,452
Training/Kappa500_BD05_C0_nematic_27000000.png,726
Training/Kappa500_BD03_C0_nematic_27825000.png,435
Training/Kappa150_BD01_C0_nematic_76425000.png,145
Training/Kappa30_BD07_C1_nematic_23737279.png,1016
Training/Kappa100_BD03_C0_nematic_68175000.png,435
Training/Kappa300_BD01_C2_nematic_14625000.png,145
Training/Lx100_BD05_C1_nematic_00285000.png,323
Training/Lx150_BD020_C2_nematic_12300000.png,20
Training/Lx150_BD0198_C1_nematic_02820000.png,198
Training/Kappa100_BD05_C0_nematic_29325000.png,726
Training/Kappa300_BD01_C2_nematic_109500000.png,145
Training/Kappa100_BD03_C0_nematic_10275000.png,435
Training/Lx100_BD03_C1_nematic_00405000.png,194
Training/Lx150_BD083_C2_nematic_03750000.png,83
Training/Kappa30_BD01_C0_nematic_168375000.png,145
Training/Kappa300_BD03_C2_nematic_26775000.png,435
Training/Kappa30_BD01_C4_nematic_109125000.png,145
Training/Lx150_BD020_C0_nematic_20940000.png,20
Training/Lx150_BD035_C0_nematic_12300000.png,35
Training/Lx150_BD0130_C1_nematic_02205000.png,130
Training/Kappa70_BD03_C4_nematic_06825000.png,435
Training/Kappa200_BD03_C2_nematic_62325000.png,435
Training/Lx100_BD01_C2_nematic_05940000.png,65
Training/Kappa300_BD05_C1_nematic_17400000.png,726
Training/Lx150_BD020_C1_nematic_11805000.png,20
Training/Lx150_BD0130_C1_nematic_00705000.png,130
Training/Lx150_BD0253_C0_nematic_00735000.png,253
Training/Kappa100_BD03_C2_nematic_09075000.png,435
Training/Kappa30_BD01_C4_nematic_83025000.png,145
Training/Kappa70_BD03_C4_nematic_20100000.png,435
Training/Lx150_BD0253_C0_nematic_03000000.png,253
Training/Kappa150_BD01_C1_nematic_12525000.png,145
Training/Kappa150_BD05_C2_nematic_02325000.png,726
Training/Kappa70_BD03_C2_nematic_43275000.png,435
Training/Kappa300_BD05_C1_nematic_21375000.png,726
Training/Kappa1000_BD03_C1_nematic_32250000.png,435
Training/Lx150_BD035_C2_nematic_05925000.png,35
Training/Kappa300_BD07_C2_nematic_09900000.png,1016
Training/Kappa30_BD07_C5_nematic_22387656.png,1016
Training/Kappa250_BD05_C1_nematic_10535178.png,726
Training/Lx150_BD0333_C1_nematic_01470000.png,333
Training/Kappa300_BD07_C2_nematic_04050000.png,1016
Training/Kappa500_BD05_C0_nematic_22575000.png,726
Training/Kappa300_BD03_C2_nematic_73125000.png,435
Training/Kappa300_BD01_C1_nematic_119850000.png,145
Training/Kappa70_BD01_C1_nematic_58050000.png,145
Training/Kappa30_BD01_C3_nematic_33600000.png,145
Training/Kappa30_BD07_C3_nematic_00525000.png,1016
Training/Kappa150_BD03_C1_nematic_29475000.png,435
Training/Lx100_BD03_C0_nematic_01980000.png,194
Training/Kappa30_BD05_C0_nematic_23925000.png,726
Training/Kappa150_BD05_C1_nematic_30075000.png,726
Training/Kappa500_BD03_C2_nematic_12150000.png,435
Training/Kappa30_BD05_C8_nematic_15750000.png,726
Training/Kappa1000_BD01_C2_nematic_124350000.png,145
Training/Kappa30_BD07_C1_nematic_33518829.png,1016
Training/Lx150_BD057_C0_nematic_03900000.png,57
Training/Lx100_BD07_C0_nematic_00270000.png,452
Training/Kappa100_BD07_C0_nematic_15975000.png,1016
Training/Lx150_BD0130_C1_nematic_05280000.png,130
Training/Lx100_BD05_C2_nematic_00780000.png,323
Training/Lx150_BD0247_C2_nematic_02865000.png,247
Training/Kappa100_BD07_C1_nematic_13875000.png,1016
Training/Lx50_BD05_C1_nematic_01950000.png,81
Training/Kappa250_BD03_C1_nematic_36075000.png,435
Training/Kappa1000_BD01_C0_nematic_193950000.png,145
Training/Kappa100_BD07_C2_nematic_11475000.png,1016
Training/Kappa250_BD07_C0_nematic_00300000.png,1016
Training/Kappa300_BD07_C2_nematic_01725000.png,1016
Training/Kappa70_BD03_C0_nematic_43575000.png,435
Training/Kappa500_BD03_C2_nematic_26400000.png,435
Training/Kappa30_BD07_C3_nematic_10950000.png,1016
Training/Kappa300_BD03_C0_nematic_58275000.png,435
Training/Kappa500_BD01_C0_nematic_186450000.png,145
Training/Kappa500_BD03_C0_nematic_25725000.png,435
Training/Kappa70_BD07_C0_nematic_11850000.png,1016
Training/Kappa30_BD03_C2_nematic_01800000.png,435
Training/Kappa500_BD01_C0_nematic_54225000.png,145
Training/Kappa100_BD01_C3_nematic_46125000.png,145
Training/Kappa250_BD05_C1_nematic_09110178.png,726
Training/Kappa1000_BD01_C2_nematic_136800000.png,145
Training/Kappa200_BD03_C0_nematic_60300000.png,435
Training/Kappa1000_BD03_C0_nematic_09450000.png,435
Training/Lx50_BD03_C0_nematic_07665000.png,48
Training/Kappa200_BD05_C2_nematic_24975000.png,726
Training/Lx150_BD0198_C2_nematic_03165000.png,198
Training/Lx100_BD03_C2_nematic_00150000.png,194
Training/Kappa70_BD01_C5_nematic_131925000.png,145
Training/Kappa70_BD03_C4_nematic_44850000.png,435
Training/Lx100_BD01_C0_nematic_07050000.png,65
Training/Lx100_BD07_C1_nematic_00300000.png,452
Training/Lx150_BD035_C1_nematic_07950000.png,35
Training/Lx150_BD0253_C1_nematic_00765000.png,253
Training/Kappa300_BD07_C0_nematic_07275000.png,1016
Training/Lx150_BD057_C2_nematic_07350000.png,57
Training/Lx150_BD0130_C1_nematic_05235000.png,130
Training/Kappa300_BD05_C2_nematic_09450000.png,726
Training/Kappa70_BD07_C1_nematic_24669627.png,1016
Training/Kappa100_BD03_C0_nematic_08025000.png,435
Training/Kappa70_BD01_C0_nematic_63675000.png,145
Training/Kappa30_BD05_C6_nematic_28650000.png,726
Training/Lx150_BD035_C0_nematic_01650000.png,35
Training/Kappa70_BD01_C3_nematic_29025000.png,145
Training/Kappa500_BD03_C2_nematic_66150000.png,435
Training/Kappa150_BD07_C2_nematic_02325000.png,1016
Training/Lx50_BD03_C2_nematic_03270000.png,48
Training/Kappa200_BD05_C2_nematic_12900000.png,726
Training/Lx150_BD057_C2_nematic_04650000.png,57
Training/Kappa1000_BD01_C2_nematic_176250000.png,145
Training/Kappa500_BD03_C0_nematic_29100000.png,435
Training/Lx50_BD05_C1_nematic_02655000.png,81
Training/Kappa150_BD01_C1_nematic_118500000.png,145
Training/Kappa150_BD05_C1_nematic_02325000.png,726
Training/Kappa30_BD05_C8_nematic_05625000.png,726
Training/Kappa500_BD05_C0_nematic_31725000.png,726
Training/Kappa150_BD03_C1_nematic_27150000.png,435
Training/Kappa100_BD01_C3_nematic_179025000.png,145
Training/Lx150_BD0198_C1_nematic_04080000.png,198
Training/Kappa300_BD05_C2_nematic_01125000.png,726
Training/Lx150_BD057_C2_nematic_00300000.png,57
Training/Lx150_BD035_C1_nematic_11025000.png,35
Training/Kappa150_BD01_C1_nematic_26700000.png,145
Training/Kappa30_BD05_C7_nematic_08850000.png,726
Training/Kappa70_BD03_C1_nematic_57375000.png,435
Training/Lx50_BD03_C2_nematic_04665000.png,48
Training/Lx150_BD020_C1_nematic_02205000.png,20
Training/Lx150_BD0247_C2_nematic_00435000.png,247
Training/Kappa70_BD07_C1_nematic_34837696.png,1016
Training/Lx150_BD083_C0_nematic_03225000.png,83
Training/Kappa250_BD05_C1_nematic_15335178.png,726
Training/Kappa70_BD03_C1_nematic_34950000.png,435
Training/Kappa200_BD01_C1_nematic_06075000.png,145
Training/Kappa200_BD01_C1_nematic_16875000.png,145
Training/Kappa250_BD05_C0_nematic_01236266.png,726
Training/Kappa100_BD03_C1_nematic_10050000.png,435
Training/Lx150_BD0359_C1_nematic_00690000.png,359
Training/Kappa30_BD01_C0_nematic_93075000.png,145
Training/Kappa150_BD03_C1_nematic_18525000.png,435
Training/Kappa500_BD01_C1_nematic_149925000.png,145
Training/Kappa30_BD03_C2_nematic_62850000.png,435
Training/Kappa30_BD05_C8_nematic_06825000.png,726
Training/Kappa30_BD07_C1_nematic_09975000.png,1016
Training/Kappa500_BD01_C2_nematic_86700000.png,145
Training/Kappa30_BD05_C6_nematic_00450000.png,726
Training/Kappa30_BD01_C3_nematic_98625000.png,145
Training/Lx50_BD01_C2_nematic_26655000.png,16
Training/Kappa100_BD01_C4_nematic_89625000.png,145
Training/Lx50_BD03_C0_nematic_05190000.png,48
Training/Kappa30_BD05_C6_nematic_22575000.png,726
Training/Kappa150_BD01_C0_nematic_220125000.png,145
Training/Kappa100_BD01_C5_nematic_90675000.png,145
